row_id,order_id,order_date,ship_date,ship_mode,customer_id,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority,vendor_code
23720,IN-2011-69429,2011-07-16,2011-07-20,Standard Class,CC-12610,FUR-BO-10000208,Furniture,Bookcases,"Bush Stackable Bookrack, Mobile",1729.14,14,0,483.84,164.33,Medium,VE_049
14741,ES-2012-3761154,2012-07-25,2012-07-30,Standard Class,ON-18715,OFF-SU-10000429,Office Supplies,Supplies,"Elite Ruler, Easy Grip",46.26,3,0,3.15,3.11,Medium,VE_018
26600,IN-2011-49241,2011-10-06,2011-10-11,Standard Class,MT-18070,OFF-AR-10003023,Office Supplies,Art,"Stanley Highlighters, Water Color",53.64,3,0,11.25,4.39,Medium,VE_048
34487,US-2012-163783,2012-12-27,2013-01-01,Standard Class,DR-12940,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,12.672,3,0.2,-3.168,0.71,Medium,VE_055
7698,MX-2014-160311,2014-07-04,2014-07-08,Standard Class,MP-17965,TEC-AC-10003955,Technology,Accessories,"Memorex Router, Erganomic",1301.44,8,0,598.56,112.72,Medium,VE_010
4827,MX-2011-168669,2011-10-12,2011-10-17,Standard Class,MS-17770,OFF-AP-10003945,Office Supplies,Appliances,"Breville Toaster, Silver",206.56,5,0.2,48.96,32.9,High,VE_016
25762,IN-2012-52524,2012-11-24,2012-11-28,Second Class,JG-15310,TEC-AC-10001352,Technology,Accessories,"SanDisk Numeric Keypad, Bluetooth",166.05,3,0,18.18,23.4,High,VE_033
1287,MX-2012-160717,2012-11-17,2012-11-19,Second Class,BS-11365,OFF-LA-10003437,Office Supplies,Labels,"Hon Color Coded Labels, Laser Printer Compatible",20.496,3,0.2,7.656,3.47,Critical,VE_006
44354,LH-2013-1560,2013-10-07,2013-10-11,Standard Class,FW-4395,TEC-EPS-10003962,Technology,Machines,"Epson Card Printer, Durable",51.021,1,0.7,-61.239,4.39,Medium,VE_065
42847,MZ-2013-280,2013-06-24,2013-06-26,Second Class,DS-3030,OFF-ELI-10001057,Office Supplies,Supplies,"Elite Trimmer, Serrated",76.74,2,0,36.06,13.36,Critical,VE_062
50885,TU-2011-3230,2011-11-23,2011-11-27,Standard Class,CS-1845,OFF-BOS-10004950,Office Supplies,Art,"Boston Pens, Fluorescent",6.192,1,0.6,-6.678,0.85,High,VE_035
47680,NI-2013-1630,2013-08-09,2013-08-11,Second Class,AC-615,FUR-SAF-10003469,Furniture,Bookcases,"Safco Classic Bookcase, Traditional",525.78,4,0.7,-771.18,67.77,High,VE_023
41362,SF-2011-2790,2011-07-07,2011-07-14,Standard Class,BS-1800,OFF-HAM-10003368,Office Supplies,Appliances,"Hamilton Beach Blender, Black",69.18,1,0,2.07,1.89,Medium,VE_021
15280,ES-2011-2886437,2011-09-02,2011-09-04,First Class,TS-21655,OFF-AR-10003651,Office Supplies,Art,"Sanford Pens, Easy-Erase",68.22,6,0,15.66,3.28,Medium,VE_018
38649,CA-2014-152135,2014-03-17,2014-03-19,Second Class,MG-17650,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,445.44,8,0.4,-81.664,112.65,Critical,VE_058
1911,MX-2011-131240,2011-11-28,2011-12-03,Standard Class,RF-19345,OFF-AR-10003680,Office Supplies,Art,"BIC Markers, Water Color",39.48,2,0,18.92,2.03,High,VE_013
7052,MX-2013-157014,2013-08-02,2013-08-06,Standard Class,SB-20185,OFF-EN-10000315,Office Supplies,Envelopes,"Kraft Manila Envelope, Recycled",13.488,1,0.2,4.208,0.64,Medium,VE_001
6790,US-2012-129791,2012-05-12,2012-05-15,First Class,JB-15400,OFF-BI-10000188,Office Supplies,Binders,"Cardinal Hole Reinforcements, Economy",4.272,2,0.4,-2.648,1.29,Critical,VE_001
39826,CA-2014-137624,2014-11-11,2014-11-18,Standard Class,ME-17320,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",241.424,2,0.2,-36.2136,13.66,Medium,VE_009
5387,MX-2011-126907,2011-11-15,2011-11-20,Standard Class,SB-20170,OFF-AR-10003766,Office Supplies,Art,"BIC Sketch Pad, Easy-Erase",32.62,1,0,11.08,3.35,Medium,VE_005
49092,IR-2013-2430,2013-09-17,2013-09-21,Standard Class,JO-5145,OFF-JIF-10000375,Office Supplies,Envelopes,"Jiffy Mailers, Set of 50",37.17,1,0,8.16,5.62,High,VE_047
42146,CA-2014-4170,2014-11-27,2014-12-02,Standard Class,DC-2850,OFF-STO-10002026,Office Supplies,Fasteners,"Stockwell Clamps, Bulk Pack",18.84,1,0,1.5,1.75,Medium,VE_016
17461,ES-2012-2756176,2012-01-25,2012-01-30,Standard Class,RA-19885,FUR-CH-10000727,Furniture,Chairs,"Office Star Chairmat, Set of Two",68.07,1,0,29.94,2.7,Medium,VE_017
21539,IN-2011-72467,2011-10-06,2011-10-10,Standard Class,BF-11080,TEC-MA-10000606,Technology,Machines,"Okidata Printer, White",443.0706,2,0.17,53.3706,30.68,Medium,VE_038
15793,ES-2013-4511365,2013-10-29,2013-11-02,Second Class,SN-20710,OFF-BI-10003708,Office Supplies,Binders,"Cardinal Binder, Recycled",42.57,3,0,8.91,2.22,Medium,VE_018
39660,CA-2014-147207,2014-01-03,2014-01-05,Second Class,TS-21655,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",372.144,3,0.2,27.9108,15.77,High,VE_006
50872,SF-2013-1080,2013-07-23,2013-07-27,Second Class,SA-10830,OFF-XER-10004519,Office Supplies,Paper,"Xerox Cards & Envelopes, Multicolor",46.38,1,0,4.62,4.93,Medium,VE_060
11067,ES-2014-1486384,2014-08-08,2014-08-11,First Class,JW-16075,TEC-AC-10001187,Technology,Accessories,"Memorex Keyboard, USB",143.1,2,0,5.7,30.35,Medium,VE_014
13321,ES-2012-5645358,2012-03-06,2012-03-08,Second Class,MN-17935,OFF-ST-10002706,Office Supplies,Storage,"Fellowes File Cart, Wire Frame",136.38,2,0.5,-79.14,9.54,Medium,VE_017
36910,CA-2013-147431,2013-02-02,2013-02-07,Standard Class,AB-10105,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",117.96,2,0,5.898,4.17,Medium,VE_039
8567,US-2013-104017,2013-10-12,2013-10-17,Standard Class,JM-15655,FUR-TA-10000637,Furniture,Tables,"Bevis Conference Table, Rectangular",368.532,2,0.7,-307.148,17.34,Medium,VE_009
36046,CA-2013-123526,2013-12-25,2013-12-26,First Class,BV-11245,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,33.4,5,0,16.032,2.1,Medium,VE_055
11318,IT-2014-5774753,2014-08-09,2014-08-15,Standard Class,CL-12700,OFF-BI-10001253,Office Supplies,Binders,"Acco Binder Covers, Recycled",68.4,5,0,20.4,4.47,Medium,VE_018
6950,MX-2012-103268,2012-07-18,2012-07-24,Standard Class,NF-18595,FUR-BO-10002378,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Metal",281.82,3,0,25.32,25.09,Medium,VE_003
14637,ES-2014-2689172,2014-06-13,2014-06-15,First Class,AF-10870,OFF-AP-10002735,Office Supplies,Appliances,"Cuisinart Toaster, Black",95.202,2,0.1,27.462,36.32,Critical,VE_018
37800,CA-2011-129147,2011-11-02,2011-11-06,Standard Class,LC-17050,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,19.242,3,0.7,-13.4694,1.58,High,VE_056
16641,IT-2013-4518589,2013-09-23,2013-09-27,Standard Class,BP-11185,OFF-FA-10004503,Office Supplies,Fasteners,"Accos Staples, Assorted Sizes",21,5,0.5,-4.65,1.92,High,VE_027
13270,ES-2013-2825683,2013-04-04,2013-04-11,Standard Class,SS-20590,TEC-CO-10001487,Technology,Copiers,"Canon Ink, Digital",264.222,2,0.1,2.922,34.14,Low,VE_019
43464,AG-2013-3970,2013-08-24,2013-08-28,Standard Class,RD-9585,OFF-STI-10001743,Office Supplies,Supplies,"Stiletto Scissors, Easy Grip",25.23,1,0,6.54,1.66,Medium,VE_021
45216,SA-2012-3230,2012-06-09,2012-06-11,Second Class,RP-9855,FUR-SAF-10002180,Furniture,Chairs,"SAFCO Executive Leather Armchair, Red",461.43,1,0,4.59,80.46,High,VE_031
29184,ID-2012-13058,2012-12-03,2012-12-09,Standard Class,JE-15745,TEC-CO-10000865,Technology,Copiers,"Brother Fax Machine, High-Speed",589.1364,2,0.07,25.3164,45.94,Medium,VE_041
46901,NI-2014-6860,2014-04-23,2014-04-28,Standard Class,SS-10875,FUR-SAF-10002314,Furniture,Chairs,"SAFCO Swivel Stool, Black",397.224,8,0.7,-450.216,26.85,High,VE_021
49114,GH-2014-7350,2014-12-03,2014-12-08,Standard Class,SS-10590,TEC-EPS-10003473,Technology,Machines,"Epson Phone, Wireless",647.76,8,0,291.36,52.46,High,VE_022
13561,ES-2011-3248922,2011-09-08,2011-09-11,Second Class,ER-13855,OFF-ST-10003641,Office Supplies,Storage,"Fellowes Trays, Wire Frame",457.326,9,0.1,76.086,99.32,Critical,VE_018
30326,IN-2013-83436,2013-12-26,2013-12-31,Standard Class,AG-10330,TEC-CO-10001445,Technology,Copiers,"Brother Personal Copier, High-Speed",282.18,2,0,121.32,21.3,Medium,VE_038
22514,ID-2014-42717,2014-12-23,2014-12-27,Standard Class,CL-12700,OFF-EN-10004486,Office Supplies,Envelopes,"GlobeWeis Business Envelopes, Security-Tint",97.713,9,0.45,-60.507,9.61,Medium,VE_005
5037,MX-2012-100055,2012-07-26,2012-07-30,Standard Class,KM-16375,OFF-BI-10000816,Office Supplies,Binders,"Ibico 3-Hole Punch, Recycled",61.62,3,0,20.94,2.12,Medium,VE_005
34586,CA-2012-157770,2012-12-13,2012-12-15,First Class,RD-19585,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,248.85,5,0,27.3735,83.43,Critical,VE_057
17436,ES-2012-1885168,2012-08-06,2012-08-11,Second Class,DM-13015,OFF-ST-10004996,Office Supplies,Storage,"Tenex Trays, Blue",195.156,6,0.4,-61.884,12.85,Medium,VE_017
32121,US-2011-102071,2011-05-09,2011-05-15,Standard Class,PG-18820,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8,4,0,4.068,5.66,Medium,VE_010
41689,TU-2013-4030,2013-09-13,2013-09-16,Second Class,JP-5460,OFF-BIN-10000308,Office Supplies,Art,"Binney & Smith Canvas, Water Color",21.816,1,0.6,-6.564,2.76,Medium,VE_047
11266,IT-2013-5719417,2013-05-22,2013-05-26,Standard Class,MZ-17515,OFF-BI-10001820,Office Supplies,Binders,"Wilson Jones Binding Machine, Durable",100.92,2,0,1.98,6.24,Medium,VE_018
47099,RO-2011-5170,2011-08-11,2011-08-15,Standard Class,PB-9210,OFF-TEN-10003211,Office Supplies,Storage,"Tenex Box, Wire Frame",15.57,1,0,7.14,1.08,Medium,VE_047
23425,IN-2012-24132,2012-01-23,2012-01-27,Second Class,AB-10600,OFF-LA-10004398,Office Supplies,Labels,"Hon Color Coded Labels, Alphabetical",75.78,6,0,0,8.46,Medium,VE_048
28739,IN-2011-53469,2011-03-02,2011-03-07,Standard Class,CC-12430,FUR-BO-10004404,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Pine",776.466,6,0.1,94.806,51.08,Medium,VE_039
19459,ES-2014-1518275,2014-01-31,2014-01-31,Same Day,JG-15805,OFF-SU-10004902,Office Supplies,Supplies,"Fiskars Ruler, Easy Grip",48.15,3,0,15.84,4.93,High,VE_026
33899,CA-2013-165848,2013-06-05,2013-06-05,Same Day,EN-13780,TEC-MA-10003356,Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer,1349.85,3,0,364.4595,240.11,High,VE_058
20744,IN-2011-26456,2011-02-21,2011-02-28,Standard Class,EA-14035,TEC-CO-10004689,Technology,Copiers,"Canon Ink, Color",297.18,2,0,56.46,51.95,Low,VE_052
34454,CA-2012-139584,2012-08-24,2012-08-28,Standard Class,EM-13810,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,26,2,0,11.7,3.76,High,VE_008
8189,US-2012-160871,2012-06-21,2012-06-26,Second Class,CM-11815,FUR-TA-10002912,Furniture,Tables,"Lesro Conference Table, Rectangular",342.06,2,0.7,-478.9,38.76,Medium,VE_012
29581,ID-2011-46483,2011-01-09,2011-01-13,Standard Class,SC-20050,OFF-FA-10000577,Office Supplies,Fasteners,"Stockwell Push Pins, 12 Pack",51.6285,7,0.45,4.5885,5.55,High,VE_034
33288,CA-2014-111374,2014-02-25,2014-03-01,Standard Class,CB-12415,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",4.956,4,0.7,-3.7996,0.32,High,VE_056
16690,ES-2013-4345105,2013-06-12,2013-06-16,Standard Class,CC-12145,OFF-ST-10003132,Office Supplies,Storage,"Fellowes Box, Blue",123.984,7,0.1,8.064,6.65,High,VE_026
19271,ES-2013-1950200,2013-06-25,2013-06-25,Same Day,FG-14260,OFF-LA-10003084,Office Supplies,Labels,"Avery File Folder Labels, Alphabetical",71.52,8,0,23.52,9.37,High,VE_018
29553,IN-2014-44257,2014-04-16,2014-04-18,Second Class,SV-20785,FUR-CH-10002117,Furniture,Chairs,"Hon Steel Folding Chair, Red",356.6196,6,0.27,53.6796,42.62,High,VE_039
29050,IN-2012-70157,2012-06-09,2012-06-13,Standard Class,ML-18040,OFF-BI-10004140,Office Supplies,Binders,"Cardinal Index Tab, Clear",20.16,3,0,9,2.45,High,VE_037
36839,CA-2013-134936,2013-12-20,2013-12-26,Standard Class,ES-14080,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",455.97,6,0.5,-218.8656,21.28,Medium,VE_056
21963,IN-2011-37138,2011-03-23,2011-03-29,Standard Class,CS-11845,OFF-LA-10004738,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Alphabetical",29.079,3,0.1,9.369,2.44,Low,VE_043
26736,IN-2013-16992,2013-11-15,2013-11-18,Second Class,SC-20575,FUR-BO-10000699,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Traditional",666.72,4,0,73.32,66.9,High,VE_030
30429,IN-2014-83919,2014-07-02,2014-07-06,Standard Class,RB-19330,TEC-PH-10001961,Technology,Phones,"Cisco Speaker Phone, Full Size",139.77,1,0,29.34,11.14,Medium,VE_041
22825,ID-2014-39322,2014-09-15,2014-09-20,Standard Class,MP-17965,OFF-EN-10002119,Office Supplies,Envelopes,"Ames Manila Envelope, Security-Tint",29.799,2,0.45,-0.021,3.2,High,VE_034
48549,AO-2014-7960,2014-08-07,2014-08-10,Second Class,BE-1455,TEC-APP-10001389,Technology,Phones,"Apple Audio Dock, with Caller ID",166.89,1,0,25.02,0.95,Medium,VE_022
31419,CA-2013-103730,2013-06-13,2013-06-16,First Class,SC-20725,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,9,0,51.759,33.99,Critical,VE_006
16506,ES-2011-2836248,2011-12-26,2011-12-31,Second Class,LS-17230,OFF-ST-10004489,Office Supplies,Storage,"Smead Lockers, Single Width",714.42,4,0.1,277.74,76.64,High,VE_018
677,US-2012-142230,2012-03-26,2012-03-29,First Class,QJ-19255,OFF-EN-10001538,Office Supplies,Envelopes,"Jiffy Peel and Seal, Recycled",37.62,5,0.4,-13.18,1.92,Medium,VE_001
46376,NI-2011-1670,2011-01-12,2011-01-16,Standard Class,SC-10440,OFF-AVE-10000065,Office Supplies,Labels,"Avery Removable Labels, Alphabetical",12.672,4,0.7,-21.648,0.62,Medium,VE_060
24298,ID-2013-45524,2013-10-03,2013-10-07,Standard Class,TH-21550,TEC-CO-10002150,Technology,Copiers,"Canon Fax and Copier, Digital",381.96,2,0,190.98,21.03,High,VE_033
35325,CA-2014-139311,2014-08-12,2014-08-14,First Class,SF-20965,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",12.864,8,0.8,-22.512,1.84,High,VE_006
24429,IN-2012-59433,2012-03-07,2012-03-10,First Class,MZ-17335,FUR-CH-10003097,Furniture,Chairs,"Hon Rocking Chair, Black",461.484,4,0.1,66.564,109.26,High,VE_023
39489,CA-2012-141327,2012-11-30,2012-12-03,First Class,LR-16915,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,6.048,7,0.7,-4.2336,0.71,Critical,VE_005
24655,IN-2013-36592,2013-12-20,2013-12-25,Standard Class,RE-19405,TEC-AC-10003895,Technology,Accessories,"Enermax Mouse, Bluetooth",145.044,4,0.1,54.684,10.61,High,VE_038
41203,US-2012-129007,2012-09-13,2012-09-15,First Class,KD-16615,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.032,3,0.2,7.8225,7.8,Critical,VE_005
28700,IN-2014-65817,2014-02-24,2014-02-28,Standard Class,CC-12610,OFF-BI-10004868,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Durable",24.12,4,0,0.72,1.75,Medium,VE_030
24644,IN-2011-60539,2011-10-14,2011-10-20,Standard Class,MG-18205,OFF-BI-10002190,Office Supplies,Binders,"Wilson Jones Binder, Durable",29.04,2,0,8.4,2.87,Low,VE_035
7744,MX-2012-132724,2012-11-05,2012-11-08,First Class,LR-16915,FUR-FU-10004288,Furniture,Furnishings,"Eldon Frame, Duo Pack",155.08,2,0,9.28,56.72,Critical,VE_003
26051,IN-2011-79495,2011-12-26,2011-12-28,First Class,CS-11860,FUR-CH-10004312,Furniture,Chairs,"Hon Bag Chairs, Set of Two",189.6,4,0,45.48,29.14,High,VE_031
10267,US-2014-165491,2014-11-21,2014-11-26,Second Class,BB-11545,OFF-FA-10004108,Office Supplies,Fasteners,"Accos Rubber Bands, 12 Pack",21.48,5,0.6,-17.82,2.16,Medium,VE_006
8807,US-2012-121097,2012-07-31,2012-08-05,Standard Class,HD-14785,TEC-AC-10002629,Technology,Accessories,"Belkin Memory Card, Programmable",93.048,2,0.4,9.288,3.87,Medium,VE_008
3574,US-2014-147501,2014-10-07,2014-10-11,Standard Class,KL-16555,OFF-PA-10001972,Office Supplies,Paper,"Eaton Message Books, Premium",41.16,5,0.4,-8.24,4.87,High,VE_004
39504,CA-2012-122266,2012-04-26,2012-04-30,Standard Class,SA-20830,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,2.624,1,0.2,0.4264,0.13,Medium,VE_006
28107,IN-2014-71480,2014-12-23,2014-12-27,Standard Class,PV-18985,OFF-ST-10002714,Office Supplies,Storage,"Eldon Box, Industrial",28.998,3,0.1,9.918,1.03,High,VE_043
5405,MX-2011-149027,2011-10-22,2011-10-27,Standard Class,AO-10810,FUR-CH-10001455,Furniture,Chairs,"Office Star Swivel Stool, Adjustable",940.96,8,0,197.6,42.9,Medium,VE_003
25749,ID-2014-39616,2014-06-16,2014-06-19,First Class,TT-21070,OFF-BI-10000373,Office Supplies,Binders,"Ibico Hole Reinforcements, Economy",11.6034,2,0.17,-0.7566,0.99,High,VE_034
48700,MO-2012-4200,2012-06-15,2012-06-21,Standard Class,KH-6360,OFF-SME-10004247,Office Supplies,Storage,"Smead Shelving, Single Width",48.96,1,0,22.02,3.62,Medium,VE_060
384,US-2012-148425,2012-06-21,2012-06-28,Standard Class,AB-10105,OFF-AR-10002335,Office Supplies,Art,"Sanford Canvas, Fluorescent",62.136,3,0.4,-39.384,9.05,Low,VE_005
15787,ES-2012-4527901,2012-12-22,2012-12-27,Second Class,JG-15160,FUR-BO-10002133,Furniture,Bookcases,"Bush Corner Shelving, Mobile",341.577,3,0.1,121.437,47.61,High,VE_013
22628,IN-2012-50207,2012-08-03,2012-08-08,Standard Class,GH-14425,FUR-BO-10003783,Furniture,Bookcases,"Dania Library with Doors, Pine",2619,8,0.1,232.68,285.65,High,VE_040
27000,IN-2012-21234,2012-09-15,2012-09-20,Standard Class,TS-21505,FUR-FU-10004797,Furniture,Furnishings,"Tenex Stacking Tray, Erganomic",111.3,5,0,18.9,10.03,High,VE_046
46484,MO-2014-360,2014-08-22,2014-08-26,Standard Class,BS-1380,OFF-BIC-10003841,Office Supplies,Art,"BIC Canvas, Water Color",56.88,1,0,0.54,4.55,High,VE_021
4061,US-2012-138065,2012-06-23,2012-06-30,Standard Class,MS-17365,FUR-BO-10001585,Furniture,Bookcases,"Ikea Floating Shelf Set, Traditional",136.272,2,0.4,-27.288,11.82,Low,VE_003
19034,ES-2011-5158527,2011-05-04,2011-05-08,Standard Class,EM-14200,OFF-LA-10003210,Office Supplies,Labels,"Harbour Creations File Folder Labels, Laser Printer Compatible",34.92,4,0,10.8,5.92,High,VE_026
2201,MX-2014-144617,2014-10-16,2014-10-19,Second Class,AR-10510,OFF-SU-10000388,Office Supplies,Supplies,"Acme Ruler, Serrated",62.58,7,0,1.12,2.79,Medium,VE_005
22069,IN-2013-49577,2013-07-22,2013-07-26,Standard Class,SC-20020,FUR-CH-10002209,Furniture,Chairs,"Novimex Chairmat, Red",338.04,6,0,94.5,18.91,Medium,VE_054
10799,ES-2014-3243241,2014-06-18,2014-06-24,Standard Class,JC-16105,OFF-AR-10003521,Office Supplies,Art,"Stanley Highlighters, Easy-Erase",59.88,4,0,21.48,4.4,Medium,VE_017
50000,LT-2011-270,2011-04-27,2011-04-30,First Class,CV-2805,TEC-NOK-10004339,Technology,Phones,"Nokia Smart Phone, Cordless",2544.6,4,0,814.2,383.01,High,VE_064
25282,IN-2013-36130,2013-11-08,2013-11-12,Standard Class,JM-16195,OFF-PA-10003686,Office Supplies,Paper,"SanDisk Message Books, Multicolor",176.61,7,0,5.25,6.86,Medium,VE_030
27889,IN-2013-19337,2013-06-12,2013-06-16,Standard Class,BW-11200,OFF-PA-10000215,Office Supplies,Paper,"Eaton Parchment Paper, Premium",13.47,1,0,0.93,0.86,Medium,VE_035
20395,IN-2014-60476,2014-11-03,2014-11-07,Standard Class,HM-14980,OFF-EN-10003000,Office Supplies,Envelopes,"Cameo Mailers, Recycled",184.8,5,0,73.8,9.36,Medium,VE_030
27529,IN-2011-20387,2011-10-12,2011-10-18,Standard Class,HG-14845,TEC-MA-10002039,Technology,Machines,"Panasonic Calculator, Wireless",90.504,2,0.1,3.984,8.62,Low,VE_038
30895,IN-2012-81581,2012-05-12,2012-05-16,Standard Class,BW-11200,OFF-ST-10002538,Office Supplies,Storage,"Fellowes Shelving, Blue",57.84,1,0,16.17,10.68,High,VE_034
37049,CA-2013-125850,2013-01-22,2013-01-28,Standard Class,FP-14320,OFF-LA-10004484,Office Supplies,Labels,Avery 476,20.65,5,0,9.499,0.28,Medium,VE_056
12431,IT-2011-1165265,2011-09-15,2011-09-15,Same Day,TG-21310,OFF-BI-10002225,Office Supplies,Binders,"Cardinal Binding Machine, Durable",51.27,2,0.5,-15.39,7.11,High,VE_017
16257,ES-2013-1222056,2013-07-24,2013-07-28,Standard Class,AG-10300,OFF-BI-10002354,Office Supplies,Binders,"Acco Binder, Clear",29.22,2,0,9.6,0.89,Medium,VE_026
11434,ES-2014-5334183,2014-08-04,2014-08-07,Second Class,AA-10315,TEC-PH-10003960,Technology,Phones,"Apple Speaker Phone, with Caller ID",369.9,3,0,92.43,45.45,High,VE_015
47264,SF-2012-9340,2012-08-20,2012-08-22,First Class,CP-2085,OFF-ENE-10004377,Office Supplies,Paper,"Enermax Note Cards, 8.5 x 11",170.46,6,0,71.46,38.92,Critical,VE_060
7174,US-2013-167269,2013-06-17,2013-06-20,First Class,QJ-19255,OFF-ST-10004754,Office Supplies,Storage,"Fellowes Lockers, Single Width",248.832,3,0.4,-66.408,37.78,High,VE_001
34709,CA-2013-100244,2013-09-21,2013-09-25,Standard Class,GM-14695,OFF-AR-10000940,Office Supplies,Art,Newell 343,11.76,4,0,3.1752,1.86,High,VE_055
49906,MO-2014-940,2014-12-22,2014-12-27,Second Class,MC-7575,FUR-ADV-10000183,Furniture,Furnishings,"Advantus Photo Frame, Black",317.88,6,0,3.06,18.03,Medium,VE_029
5487,MX-2012-143175,2012-10-25,2012-10-30,Standard Class,NW-18400,TEC-CO-10001818,Technology,Copiers,"Sharp Wireless Fax, Digital",946.26368,4,0.002,7.54368,55.12,Medium,VE_014
773,MX-2012-124443,2012-03-30,2012-04-05,Standard Class,RS-19420,TEC-CO-10000296,Technology,Copiers,"Canon Fax and Copier, Digital",381.19608,3,0.002,144.37608,32.74,Medium,VE_014
27301,IN-2012-62765,2012-06-19,2012-06-21,Second Class,RM-19750,TEC-AC-10000483,Technology,Accessories,"SanDisk Memory Card, Bluetooth",224.82,2,0,6.72,24.19,High,VE_033
12280,ES-2011-5298002,2011-06-28,2011-07-01,First Class,CV-12805,OFF-PA-10001869,Office Supplies,Paper,"Green Bar Computer Printout Paper, 8.5 x 11",237.3,7,0,35.49,43.72,High,VE_018
11273,ES-2014-5625908,2014-09-12,2014-09-12,Same Day,KM-16375,OFF-AR-10000751,Office Supplies,Art,"Boston Highlighters, Fluorescent",60.39,3,0,15.66,10.09,Critical,VE_018
45979,CM-2014-2110,2014-08-16,2014-08-20,Standard Class,LB-6735,OFF-SME-10003530,Office Supplies,Storage,"Smead Lockers, Wire Frame",197.49,1,0,17.76,35.8,High,VE_021
45931,MO-2012-6660,2012-03-29,2012-03-31,Second Class,AR-825,OFF-EAT-10001933,Office Supplies,Paper,"Eaton Cards & Envelopes, Recycled",45.09,1,0,22.53,6.21,High,VE_060
20982,IN-2014-41723,2014-08-07,2014-08-12,Standard Class,IL-15100,OFF-EN-10001162,Office Supplies,Envelopes,"GlobeWeis Mailers, Set of 50",77.1,2,0,33.12,6.46,Medium,VE_035
30787,IN-2013-85340,2013-02-08,2013-02-08,Same Day,BD-11725,FUR-CH-10003312,Furniture,Chairs,"SAFCO Swivel Stool, Adjustable",340.86,2,0,122.7,49.2,Critical,VE_050
16672,ES-2012-2994105,2012-08-21,2012-08-24,First Class,SE-20110,OFF-PA-10000098,Office Supplies,Paper,"Xerox Parchment Paper, 8.5 x 11",34.8,2,0,4.5,2.29,Medium,VE_021
19935,IT-2011-1320928,2011-11-16,2011-11-23,Standard Class,RP-19270,OFF-ST-10004577,Office Supplies,Storage,"Tenex Shelving, Wire Frame",26.865,1,0.5,-20.445,2.28,Low,VE_017
26959,ID-2011-22116,2011-11-16,2011-11-20,Standard Class,XP-21865,OFF-AR-10002060,Office Supplies,Art,"Stanley Pens, Fluorescent",11.9886,2,0.47,-6.6114,1.72,High,VE_005
10454,ES-2011-3911616,2011-11-04,2011-11-09,Second Class,MM-18055,OFF-SU-10003739,Office Supplies,Supplies,"Elite Box Cutter, Steel",102.87,3,0,40.05,9.43,Medium,VE_025
30679,IN-2014-85921,2014-11-17,2014-11-22,Standard Class,RD-19810,OFF-BI-10000359,Office Supplies,Binders,"Ibico Binder Covers, Durable",30.3,2,0,10.56,2.96,Medium,VE_005
31983,CA-2011-157784,2011-07-05,2011-07-08,First Class,MC-17845,OFF-LA-10001934,Office Supplies,Labels,Avery 516,14.62,2,0,6.8714,3.05,High,VE_005
17272,ES-2011-1466305,2011-01-11,2011-01-15,Standard Class,MB-18085,OFF-AR-10004519,Office Supplies,Art,"Boston Canvas, Fluorescent",54.9,1,0,9.87,5.83,High,VE_018
10887,ES-2014-2718788,2014-03-21,2014-03-24,Second Class,KA-16525,TEC-MA-10002660,Technology,Machines,"Epson Phone, White",134.946,2,0.15,36.486,37.35,Critical,VE_024
34244,CA-2014-169859,2014-12-15,2014-12-19,Standard Class,MP-18175,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",64.96,14,0.2,22.736,5.32,High,VE_016
